plot_ID,species_richnnes,shannon_diversity,shannon_evenness
2839,7,0.003532646,0.143362699
2840,6,0.00362679,0.167272229
2841,5,0.003623316,0.200725978
2842,7,0.003707535,0.143387774
2843,6,0.003633208,0.167273303
2844,7,0.003627109,0.143376242
2845,6,0.003545705,0.167258666
2846,10,0.003617672,0.100362422
2847,9,0.003744796,0.11152798
2848,14,0.003842109,0.071703536
2849,11,0.003777513,0.091253151
2850,14,0.003801828,0.071700647
2851,12,0.00381303,0.083651692
2852,7,0.003614908,0.143374493
2853,24,0.003915144,0.041830117
2854,11,0.003211264,0.091201493
2855,22,0.003606847,0.045618789
2856,20,0.003645207,0.050182593
2857,16,0.003684137,0.062730683
2858,12,0.00360644,0.083634413
2859,19,0.003523991,0.052817379
2860,18,0.003600315,0.055755934
2861,21,0.003599897,0.04779078
2862,18,0.003794945,0.055766786
2863,14,0.003473764,0.071677129
2864,23,0.003901732,0.043648233
2865,17,0.003741107,0.059044007
2866,23,0.003735042,0.043640958
2867,27,0.003973605,0.0371845
2868,22,0.003945393,0.045634236
2869,20,0.003511198,0.050175868
2870,18,0.003612046,0.055756588
2871,21,0.003743703,0.047797653
2872,14,0.003686803,0.071692401
2873,22,0.003802584,0.045627719
2874,23,0.003819157,0.043644629
2875,25,0.003985776,0.040159749
2876,16,0.003557778,0.062722757
2877,18,0.003314338,0.055739991
2878,9,0.003431285,0.11149302
2879,17,0.00346534,0.059027727
2880,23,0.003799639,0.043643777
2881,14,0.003444521,0.071675033
2882,32,0.003718836,0.03136643
2883,30,0.003607745,0.033453809
2884,10,0.003466551,0.100347257
2885,7,0.003171427,0.143310923
2886,13,0.003453937,0.077189224
2887,12,0.003397023,0.0836169
2888,28,0.003690122,0.035846319
2889,7,0.003141014,0.143306565
2890,25,0.003629893,0.04014546
2891,20,0.003607729,0.050180712
2892,24,0.003498729,0.041812702
2893,23,0.003408344,0.043626703
2894,24,0.00390704,0.041829778
2895,26,0.003957553,0.038614054
2896,19,0.003852139,0.052834714
2897,16,0.003479718,0.062717861
2898,17,0.003570779,0.059033951
2899,11,0.003624471,0.091239186
2900,33,0.003976312,0.030423764
2901,18,0.003660664,0.055759298
2902,10,0.003495272,0.100350139
2903,7,0.003543861,0.143364307
2904,20,0.003634966,0.050182079
2905,11,0.003579503,0.091235083
2906,14,0.003839003,0.071703313
2907,6,0.003361061,0.167227786
2908,10,0.003547372,0.100355367
2909,33,0.003905349,0.030421606
2910,12,0.003567263,0.083631136
2911,7,0.003321781,0.143332472
2912,13,0.00369123,0.077207542
2913,4,0.003337493,0.250835767
2914,12,0.003435977,0.083620157
2915,10,0.003661736,0.100366845
2916,27,0.003990252,0.037185119
2917,8,0.003592107,0.125449821
2918,14,0.00350418,0.071679309
2919,25,0.003764996,0.040150884
2920,8,0.003503112,0.125438657
2921,15,0.003598457,0.066906996
2922,16,0.003576993,0.062723962
2923,14,0.003595152,0.07168583
2924,17,0.003589936,0.059035082
2925,15,0.003637374,0.0669096
2926,15,0.003711498,0.06691456
2927,17,0.003810258,0.05904809
2928,18,0.003820531,0.055768213
2929,17,0.003724334,0.059043016
2930,10,0.003671754,0.10036785
2931,9,0.003403839,0.11148996
2932,20,0.003807395,0.050190733
2933,12,0.003634003,0.083636718
2934,21,0.003835242,0.047802029
2935,26,0.003844223,0.038609678
2936,39,0.003982637,0.025743348
2937,74,0.004175729,0.01357006
2938,42,0.003939619,0.023903509
2939,54,0.00388912,0.018590679
2940,52,0.004133189,0.019310418
2941,40,0.003826569,0.025095847
2942,31,0.003752901,0.032379353
2943,73,0.004282472,0.01375742
2944,54,0.003944516,0.018591709
2945,72,0.004174705,0.013946992
2946,66,0.004085413,0.015213542
2947,64,0.003983986,0.015687374
2948,42,0.003956854,0.023903921
2949,59,0.004145277,0.017019557
2950,37,0.004020784,0.027135916
2951,69,0.004086841,0.014552104
2952,65,0.004162619,0.015448789
2953,74,0.004202579,0.013570425
2954,73,0.004159671,0.013755731
2955,72,0.004214467,0.013947547
2956,62,0.004059439,0.01619464
2957,53,0.003957375,0.01894274
2958,52,0.00411754,0.019310116
2959,60,0.004064365,0.016734544
2960,49,0.003902762,0.020487967
2961,53,0.004049338,0.018944482
2962,61,0.004093486,0.016460686
2963,55,0.003973219,0.018254202
2964,62,0.004131612,0.016195809
2965,46,0.004081449,0.021828039
2966,63,0.004215769,0.015940074
2967,66,0.00409736,0.015213724
2968,61,0.00411555,0.01646105
2969,43,0.003979105,0.023348536
2970,45,0.004056264,0.022312544
2971,53,0.004142338,0.018946244
2972,42,0.003830505,0.023900901
2973,44,0.003845813,0.022814846
2974,29,0.004073935,0.034623526
2975,17,0.003531199,0.059031614
2976,19,0.00369253,0.052826282
2977,46,0.003598927,0.021817509
2978,35,0.003469942,0.028670742
2979,16,0.003368932,0.062710913
2980,30,0.003455721,0.033448723
2981,24,0.003470635,0.041811528
2982,17,0.003524751,0.059031234
2983,22,0.003570941,0.045617151
2984,16,0.003436704,0.062715164
2985,19,0.003573139,0.052819975
2986,29,0.003775708,0.034613202
2987,58,0.004041991,0.01731121
2988,47,0.003929142,0.021360359
2989,46,0.003979698,0.021825818
2990,52,0.003983526,0.019307528
2991,40,0.003987062,0.025099876
2992,41,0.003983787,0.024487603
2993,33,0.003729558,0.030416258
2994,39,0.003912722,0.025741548
2995,56,0.004009254,0.01792888
2996,45,0.003885204,0.022308728
2997,46,0.003976634,0.021825751
2998,55,0.004048296,0.018255573
2999,63,0.004073666,0.015937809
3000,46,0.003966328,0.021825526
3001,36,0.003793836,0.027883362
3002,54,0.003924144,0.018591331
3003,66,0.004060867,0.015213169
3004,53,0.004024313,0.018944008
3005,49,0.004004313,0.020490048
3006,57,0.00396803,0.017613613
3007,40,0.003756827,0.025094097
3008,39,0.003929172,0.025741972
3009,52,0.003992049,0.019307693
3010,45,0.003981798,0.022310883
3011,54,0.004057388,0.018593808
3012,51,0.003839903,0.01968328
3013,62,0.004099331,0.016195286
3014,42,0.003701982,0.02389783
3015,50,0.003907694,0.020078307
3016,41,0.003956271,0.024486929
3017,60,0.003968374,0.016732938
3018,57,0.003936819,0.017613063
3019,54,0.003847943,0.018589914
3020,59,0.003898614,0.01701536
3021,36,0.003871937,0.02788554
3022,37,0.003838048,0.027130957
3023,38,0.003787499,0.026415649
3024,39,0.003748699,0.025737327
3025,43,0.003882377,0.023346277
3026,52,0.003948471,0.019306851
3027,46,0.003824569,0.021822432
3028,49,0.003886025,0.020487624
3029,52,0.003924775,0.019306394
3030,31,0.003793502,0.032380668
3031,49,0.003983715,0.020489626
3032,65,0.004070344,0.015447364
3033,55,0.003923684,0.018253298
3034,45,0.003952706,0.022310234
3035,48,0.003889784,0.020914528
3036,56,0.00393055,0.017927469
3037,49,0.003921975,0.020488361
3038,36,0.00387382,0.027885593
3039,51,0.003786769,0.019682234
3040,49,0.003822787,0.020486329
3041,48,0.003833139,0.020913344
3042,68,0.00381522,0.014762096
3043,53,0.003640477,0.018936738
3044,65,0.003722106,0.015441985
3045,68,0.003864309,0.01476282
3046,28,0.003685514,0.035846154
3047,35,0.003767856,0.028679285
3048,32,0.003597813,0.031362634
3049,32,0.003775562,0.031368209
3050,28,0.003618497,0.035843752
3051,44,0.003769296,0.0228131
3052,11,0.003504955,0.091228282
3053,17,0.003506855,0.059030177
3054,30,0.003853035,0.033462016
3055,34,0.00376684,0.029522763
3056,36,0.003842667,0.027884724
3057,42,0.003932898,0.023903349
3058,46,0.003896943,0.021824012
3059,24,0.003587933,0.041816432
3060,41,0.00380667,0.024483266
3061,9,0.003423824,0.111492188
3062,21,0.003590659,0.047790339
3063,19,0.003587673,0.052820743
3064,39,0.003916477,0.025741645
3065,30,0.00385114,0.033461952
3066,30,0.003780262,0.033459581
3067,22,0.003595331,0.045618264
3068,26,0.003710252,0.038604506
3069,27,0.003735505,0.037175648
3070,29,0.003762874,0.034612757
3071,19,0.003636592,0.052823327
3072,40,0.003762354,0.025094236
3073,25,0.003739537,0.040149861
3074,33,0.003874623,0.030420671
3075,29,0.003729942,0.034611617
3076,24,0.00368665,0.041820561
3077,28,0.003308282,0.035832634
3078,21,0.003412734,0.047781836
3079,30,0.003773563,0.033459356
3080,10,0.003463523,0.100346953
3081,27,0.003619868,0.037171349
3083,13,0.003463789,0.077189984
3084,23,0.003783255,0.043643062
3085,36,0.003610428,0.027878249
3086,44,0.003793714,0.022813657
3087,25,0.003617783,0.040144973
3088,30,0.003678777,0.033456185
3089,35,0.003767017,0.028679261
3090,18,0.003595438,0.055755662
3091,7,0.003428897,0.143347826
3092,7,0.003316297,0.143331686
3093,8,0.003428483,0.125429296
3094,31,0.003672548,0.032376752
3095,17,0.003508224,0.059030258
3096,2,0.002940937,0.501472633
3097,22,0.003679066,0.045622084
3098,7,0.00340657,0.143344626
3099,24,0.003647378,0.041818918
3100,7,0.003355202,0.143337262
3101,6,0.003364784,0.167228409
3102,5,0.003168014,0.200634607
3103,16,0.003341316,0.062709182
3104,4,0.003139962,0.250786224
3105,8,0.003332123,0.12541721
3106,14,0.003372168,0.071669847
3107,7,0.003310155,0.143330806
3108,15,0.003217698,0.066881525
3109,3,0.003142381,0.334382441
3110,6,0.003326163,0.16722195
3111,5,0.003301289,0.200661349
3112,20,0.003555273,0.05017808
3113,49,0.003633417,0.02048245
3114,39,0.003654866,0.025734912
3115,27,0.003461452,0.037165461
3116,26,0.00366696,0.038602834
3117,21,0.003429124,0.04778262
3118,20,0.003349388,0.05016775
3119,26,0.003540958,0.038597971
3120,25,0.003625621,0.040145288
3121,26,0.003631391,0.038601461
3122,27,0.003639554,0.037172081
3123,36,0.003763021,0.027882503
3124,31,0.003602408,0.032374481
3125,31,0.003539071,0.03237243
3126,22,0.003657404,0.045621095
3127,26,0.003684662,0.038603518
3128,37,0.00377669,0.027129293
3129,40,0.003633118,0.025090993
3130,9,0.003287737,0.111477016
3131,14,0.003232433,0.071659833
3132,33,0.003516473,0.030409778
3133,11,0.003484338,0.091226401
3134,7,0.003116117,0.143302997
3135,6,0.003095673,0.167183412
3136,34,0.003710467,0.029521099
3137,44,0.003766828,0.022813044
3138,8,0.003388757,0.125424313
3139,9,0.003064568,0.111452141
3140,17,0.003537419,0.059031981
3141,47,0.003811832,0.021357853
3142,16,0.003536643,0.062721432
3143,2,0.00299932,0.501501911
3144,12,0.003462294,0.083622358
3145,15,0.003358396,0.066890936
3146,25,0.003680308,0.040147484
3147,55,0.003879636,0.018252494
3148,37,0.003859963,0.027131552
3149,2,0.00306062,0.501532654
3150,9,0.003370761,0.111486272
3151,11,0.003527033,0.091230296
3152,4,0.003147695,0.250788164
3153,5,0.003194599,0.200639941
3154,5,0.003315983,0.200664297
3155,6,0.003222775,0.167204662
3156,4,0.003175626,0.250795169
3157,3,0.00306858,0.334357764
3158,4,0.003012365,0.250754227
3159,6,0.003352287,0.167226319
3160,4,0.003247498,0.250813194
3161,3,0.003062709,0.334355801
3162,7,0.003450317,0.143350897
3163,6,0.003340031,0.167224269
3164,6,0.003225918,0.167205188
3165,5,0.00326028,0.20065312
3166,8,0.003459909,0.125433238
3167,5,0.003303674,0.200661827
3168,4,0.003241001,0.250811565
3169,12,0.003613574,0.083635009
3170,12,0.00359571,0.083633515
3171,5,0.003347689,0.20067066
3172,8,0.003462209,0.125433526
3173,8,0.003467803,0.125434228
3174,9,0.003501413,0.111500839
3175,6,0.003386865,0.167232101
3176,7,0.003378691,0.143340629
3177,9,0.003479905,0.111498441
3178,10,0.003445699,0.100345164
3179,7,0.003435334,0.143348749
3180,8,0.003449669,0.125431953
3181,6,0.003381956,0.16723128
3182,9,0.003433938,0.111493316
3183,8,0.003423127,0.125428624
3184,8,0.003382797,0.125423566
3185,8,0.00333847,0.125418006
3186,7,0.003411055,0.143345269
3187,8,0.003402652,0.125426056
3188,4,0.003245763,0.250812759
3189,22,0.003667942,0.045621576
3190,22,0.003327608,0.045606052
3191,19,0.003305009,0.052805815
3192,15,0.00350025,0.066900426
3193,18,0.003583224,0.055754981
3194,19,0.003454297,0.052813698
3195,26,0.003741969,0.03860573
3196,16,0.003630072,0.062727292
3197,22,0.003720417,0.04562397
3198,3,0.002974852,0.334326427
3199,12,0.003521535,0.083627312
3200,38,0.003798774,0.026415947
3201,16,0.003572948,0.062723709
3202,13,0.003612081,0.077201432
3203,19,0.003653138,0.052824201
3204,27,0.003775174,0.037177123
3205,4,0.003210148,0.250803827
3206,10,0.003255824,0.100326113
3207,14,0.003566782,0.071683796
3208,15,0.003529427,0.066902377
3209,16,0.003614291,0.062726302
3210,15,0.003569801,0.066905079
3211,40,0.003378463,0.025084604
3212,55,0.003626578,0.018247876
3214,42,0.003631069,0.023896135
3215,13,0.003235936,0.077172398
3216,44,0.003606561,0.022809388
3217,38,0.003558619,0.026409604
3218,29,0.0034928,0.034603411
3219,29,0.003315486,0.034597275
3220,21,0.003217167,0.047772493
3221,15,0.003320813,0.066888422
3222,32,0.003452731,0.031358084
3223,39,0.003383437,0.025727927
3224,26,0.003506227,0.03859663
3225,17,0.003326361,0.059019523
3226,15,0.003331305,0.066889124
3227,31,0.003420895,0.032368605
3228,30,0.003415282,0.033447371
3229,49,0.003392067,0.020477507
3230,19,0.003339337,0.052807627
3231,40,0.003570009,0.02508941
3232,10,0.003103255,0.100310807
3233,26,0.003386905,0.038592025
3234,18,0.00336218,0.055742658
3235,22,0.003022999,0.045592162
3236,22,0.003476422,0.04561284
3237,29,0.003481287,0.034603012
3238,30,0.003235715,0.033441365
3239,23,0.003341184,0.043623773
3240,17,0.003376688,0.059022494
3241,27,0.003451819,0.037165103
3242,8,0.003210831,0.125401999
3243,4,0.003041225,0.250761463
3244,9,0.003050378,0.111450559
3245,33,0.003525494,0.030410052
3246,33,0.003498343,0.030409226
3247,37,0.00355084,0.027123166
3248,22,0.003429751,0.045610711
3249,20,0.003005417,0.050150497
3250,35,0.003484113,0.028671148
3251,26,0.003549594,0.038598304
3252,40,0.003419779,0.025085641
3253,25,0.003169899,0.040126997
3254,37,0.003302576,0.027116433
3255,24,0.003214037,0.0418008
3256,26,0.003384314,0.038591925
3257,25,0.003487511,0.040139744
3258,26,0.003387108,0.038592033
3259,31,0.003550985,0.032372816
3260,19,0.003274573,0.052804207
3261,33,0.003383601,0.030405737
3262,40,0.003376453,0.025084554
3263,19,0.003211038,0.052800853
3264,15,0.00300554,0.066867337
3265,29,0.003661188,0.034609238
3266,16,0.003371439,0.062711071
3267,27,0.003633768,0.037171866
3268,25,0.003596298,0.040144111
3269,12,0.003414387,0.083618352
3270,24,0.003593167,0.041816651
3271,12,0.003290756,0.083608015
3272,22,0.003642598,0.04562042
3273,12,0.00323486,0.083603341
3274,32,0.00364676,0.031364169
3275,29,0.003645487,0.034608694
3276,16,0.003493726,0.06271874
3277,26,0.003600478,0.038600268
3278,12,0.003455772,0.083621813
3279,29,0.003553002,0.034605494
3280,18,0.003544318,0.055752811
3281,12,0.003403619,0.083617451
3282,24,0.003567497,0.041815578
3283,17,0.003426696,0.059025446
3284,20,0.003576539,0.050179147
3285,17,0.00343293,0.059025813
3286,18,0.00319675,0.055733437
3287,19,0.003398553,0.052810754
3288,8,0.003082405,0.125385895
3289,18,0.003403905,0.055744984
3290,12,0.003209689,0.083601237
3291,19,0.003394569,0.052810544
3292,10,0.003134787,0.100313971
3293,18,0.003391146,0.055744272
3294,10,0.003270509,0.100327586
3295,26,0.003522443,0.038597256
3296,28,0.003663707,0.035845372
3297,24,0.003601821,0.041817013
3298,26,0.003543202,0.038598057
3299,27,0.00358264,0.037169965
3300,32,0.003650112,0.031364274
3301,26,0.003601123,0.038600293
3302,29,0.003555874,0.034605593
3303,22,0.003589012,0.045617975
3304,9,0.003185638,0.111465635
3305,28,0.003646619,0.03584476
3306,10,0.003199082,0.10032042
3307,30,0.003648976,0.033455188
3308,12,0.003223011,0.083602351
3309,26,0.003652365,0.038602271
3310,13,0.003324849,0.07717926
3311,23,0.003500245,0.043630712
3312,13,0.003282149,0.077175965
3313,21,0.003528886,0.047787387
3314,11,0.003252348,0.09120524
3315,22,0.003504939,0.04561414
3316,13,0.003274109,0.077175344
3317,28,0.003666176,0.035845461
3318,12,0.00309262,0.083591451
3319,22,0.003468545,0.04561248
3320,11,0.003269398,0.091206795
3321,22,0.003551264,0.045616254
3322,13,0.003253516,0.077173755
3323,25,0.003520864,0.040141083
3324,14,0.003311656,0.07166551
3325,28,0.003607841,0.03584337
3326,26,0.003571383,0.038599145
3327,28,0.003542724,0.035841036
3328,16,0.003356465,0.062710132
3329,28,0.003591732,0.035842792
3330,11,0.003266069,0.091206492
3331,22,0.003464219,0.045612283
3332,9,0.00312062,0.111458388
3333,20,0.003424012,0.050171494
3334,11,0.003167953,0.091197543
3335,23,0.003550506,0.043632905
3336,8,0.00301357,0.125377264
3337,18,0.003330462,0.05574089
3338,30,0.003618575,0.033454171
3339,14,0.003316892,0.071665886
3340,28,0.003505141,0.035839689
3341,25,0.003464726,0.040138829
3342,30,0.003427471,0.033447778
3343,31,0.003596606,0.032374293
3344,19,0.003052625,0.052792489
3345,8,0.003107936,0.125389096
3346,8,0.003027607,0.125379024
3347,20,0.003282808,0.05016441
3348,26,0.00334717,0.038590491
3349,19,0.00340912,0.052811313
3350,26,0.003398612,0.038592477
3351,29,0.003493565,0.034603437
3352,17,0.003353167,0.059021106
3353,37,0.003467165,0.027120897
3354,8,0.003158656,0.125395456
3355,26,0.003505533,0.038596603
3356,27,0.003467137,0.037165672
3357,26,0.003410153,0.038592922
3358,18,0.003390748,0.05574425
3359,21,0.003323819,0.047777588
3360,28,0.003516983,0.035840113
3361,13,0.002876308,0.07714465
3362,12,0.003044282,0.08358741
3363,6,0.003175222,0.167196711
3364,10,0.00300878,0.100301331
3365,13,0.003149909,0.07716576
3366,17,0.003213586,0.059012868
3367,14,0.003051358,0.071646858
3368,7,0.002991198,0.143285097
3369,14,0.003171513,0.071655468
3370,13,0.002978169,0.077152508
3371,10,0.002836212,0.100284024
3372,14,0.00311381,0.071651333
3373,12,0.003219741,0.083602077
3374,17,0.003085165,0.05900529
3375,17,0.003209495,0.059012627
3376,24,0.003165234,0.04179876
3377,20,0.00319791,0.050160151
3378,23,0.003232792,0.043619044
3379,12,0.003169921,0.083597913
3380,13,0.003113123,0.077162921
3381,7,0.002804454,0.143258342
3382,16,0.003295741,0.062706324
3383,13,0.003135322,0.077164634
3384,23,0.003377548,0.043625359
3385,17,0.003322534,0.059019298
3386,17,0.003276372,0.059016573
3387,15,0.003160723,0.066877715
3388,26,0.003354369,0.038590769
3389,18,0.003278534,0.055737995
3390,7,0.003022935,0.143289644
3391,22,0.00325515,0.045602748
3392,10,0.002953218,0.100295758
3393,22,0.003277042,0.045603746
3394,12,0.003079005,0.083590312
3395,11,0.003201641,0.091200616
3396,16,0.003303969,0.06270684
3397,12,0.002998949,0.083583621
3398,20,0.003281263,0.050164333
3399,9,0.003030477,0.111448342
3400,15,0.003301691,0.066887143
3401,16,0.003185928,0.062699438
3402,20,0.003274085,0.050163973
3403,18,0.0031593,0.05573135
3404,9,0.003276259,0.111475737
3405,16,0.00323929,0.062702784
3406,17,0.003448649,0.059026741
3407,26,0.00321137,0.038585251
3408,21,0.003368712,0.047779733
3409,29,0.003366957,0.034599056
3410,23,0.003078579,0.043612318
3411,23,0.003176934,0.043616608
3412,16,0.003268417,0.06270461
3413,33,0.003321791,0.030403858
3414,25,0.003370791,0.040135059
3415,25,0.003245642,0.040130037
3416,21,0.003325709,0.047777678
3417,25,0.003330241,0.040133432
3418,16,0.003120602,0.062695342
3419,13,0.003136386,0.077164716
3420,19,0.003235181,0.052802127
3421,13,0.003102118,0.077162072
3422,20,0.003060244,0.050153247
3423,21,0.003200514,0.047771697
3424,12,0.003069605,0.083589527
3425,14,0.003124716,0.071652115
3426,10,0.003069847,0.100307456
3427,11,0.003248931,0.091204929
3428,17,0.003204527,0.059012333
3429,14,0.003164482,0.071654964
3430,10,0.003043572,0.100304821
3431,27,0.00319133,0.037155423
3432,21,0.003124446,0.047768063
3433,16,0.003180718,0.062699111
3434,18,0.002968708,0.055720729
3435,16,0.003117273,0.062695134
3436,20,0.002940386,0.050147236
3437,23,0.003162563,0.043615981
3438,24,0.003334455,0.041805834
3439,21,0.003241443,0.047773652
3440,22,0.003154523,0.045598159
3441,23,0.003197176,0.043617491
3442,15,0.002990098,0.066866305
3443,17,0.002933003,0.058996312
3444,10,0.002803549,0.100280748
3445,14,0.002945415,0.071639268
3446,15,0.003060243,0.066870995
3447,17,0.003009878,0.059000848
3448,13,0.002895535,0.077146133
3449,28,0.003353766,0.035834264
3450,24,0.003301414,0.041804453
3451,34,0.003419576,0.029512513
3574,5,NA,NA
3575,8,NA,NA
3576,2,NA,NA
3577,8,NA,NA
3578,3,NA,NA
3579,3,NA,NA
3580,6,NA,NA
3581,3,NA,NA
3582,6,NA,NA
3583,10,NA,NA
3584,5,NA,NA
3585,5,NA,NA
3586,5,NA,NA
3587,6,NA,NA
3588,11,NA,NA
3589,8,NA,NA
3590,7,NA,NA
3591,10,NA,NA
3592,1,NA,NA
3593,6,NA,NA
3594,36,0.003407437,0.02787259
3595,41,0.003459979,0.02447478
3596,37,0.003415412,0.027119493
3597,26,0.003353665,0.038590742
3598,39,0.003481151,0.025730441
3599,31,0.003314532,0.032365162
3600,47,0.003475274,0.021350666
3601,20,0.003277298,0.050164134
3602,29,0.003393638,0.034599979
3603,21,0.003240386,0.047773602
3604,37,0.003446076,0.027120325
3605,35,0.00339658,0.028668639
3606,56,0.003567588,0.017920964
3607,18,0.003201814,0.055733719
3608,43,0.003514536,0.023337691
3609,24,0.003358813,0.041806853
3610,35,0.003359347,0.028667571
3611,31,0.003342029,0.032366052
3612,18,0.003244731,0.055736111
3613,29,0.003383152,0.034599617
3614,19,0.003219518,0.0528013
3615,28,0.003387723,0.035835481
3616,24,0.003339792,0.041806057
3617,44,0.003488666,0.022806699
3618,42,0.003502429,0.023893061
3619,36,0.003426324,0.027873117
3620,10,0.00296044,0.100296483
3621,16,0.003219926,0.06270157
3622,28,0.003338853,0.03583373
3623,14,0.00316614,0.071655083
3624,33,0.003423401,0.030406947
3625,33,0.003433511,0.030407255
3626,35,0.003471641,0.028670791
3627,14,0.003144951,0.071653564
3628,25,0.003232379,0.040129504
3629,25,0.003330348,0.040133436
3630,31,0.00329563,0.032364551
3631,22,0.003264396,0.04560317
3632,23,0.003230459,0.043618943
3633,16,0.003185245,0.062699395
3634,28,0.003360591,0.035834509
3635,43,0.003409939,0.02333525
3636,16,0.00313278,0.062696106
3637,26,0.003356032,0.038590833
3638,21,0.003184859,0.047770949
3639,28,0.00328193,0.03583169
3640,17,0.002992282,0.05899981
3641,35,0.003350117,0.028667307
3642,27,0.00337016,0.037162068
3643,31,0.003297421,0.032364608
3644,12,0.003009231,0.08358448
3645,42,0.00349154,0.023892801
3646,32,0.003305388,0.031353464
3647,27,0.003278319,0.037158655
3648,19,0.00319752,0.052800139
3649,13,0.00302505,0.077156125
3650,23,0.003242672,0.043619475
3651,32,0.003298367,0.031353244
3652,17,0.003091386,0.059005657
3653,24,0.003215055,0.041800843
3654,28,0.003226545,0.035829706
3655,39,0.003317146,0.025726222
3656,25,0.003237964,0.040129728
3657,25,0.003303925,0.040132376
3658,18,0.003179677,0.055732485
3659,33,0.003390131,0.030405936
3660,18,0.003180427,0.055732527
3661,28,0.003194368,0.035828553
3662,32,0.003400228,0.031356438
3663,33,0.003317405,0.030403725
3664,18,0.003182567,0.055732647
3665,32,0.003356697,0.031355073
3666,36,0.003387911,0.027872046
3667,18,0.003210252,0.055734189
3668,30,0.003362412,0.033445602
3669,42,0.003450977,0.023891832
3670,29,0.003264763,0.034595521
3671,37,0.003372535,0.02711833
3672,40,0.003378541,0.025084606
3673,22,0.003290008,0.045604338
3674,28,0.003281154,0.035831662
3675,44,0.00342575,0.022805264
3676,30,0.003272687,0.033442602
3677,9,0.002971203,0.111441736
3678,8,0.002992605,0.125374636
3679,8,0.00299169,0.125374521
3680,10,0.002999143,0.100300364
3681,7,0.002982022,0.143283782
3682,10,0.003034883,0.100303949
3683,19,0.002934934,0.052786276
3684,31,0.003100146,0.032358224
3685,19,0.002995078,0.052789451
3686,21,0.003056478,0.047764817
3687,22,0.003087352,0.045595096
3688,28,0.003048838,0.035823339
3689,15,0.002906148,0.066860692
3690,23,0.003080608,0.043612407
3691,9,0.002867884,0.111430222
3692,15,0.002803809,0.06685385
3693,27,0.003043325,0.037149924
3694,22,0.003046417,0.04559323
3695,14,0.002895725,0.071635709
3696,11,0.002831062,0.091166825
3697,7,0.00264912,0.14323609
3698,34,0.003210407,0.02950634
3699,44,0.003250192,0.022801261
3700,39,0.003218906,0.025723695
3701,30,0.003152345,0.033438577
3702,5,0.002604849,0.200521649
3703,15,0.002846746,0.06685672
3704,17,0.003077107,0.059004814
3705,20,0.003025407,0.050151499
3706,23,0.00302578,0.043610016
3707,18,0.003043458,0.055724894
3708,11,0.002848548,0.091168419
3709,21,0.003044408,0.04776424
3710,17,0.003030406,0.059002059
3711,21,0.002932498,0.047758895
3712,7,0.002838403,0.143263205
3713,26,0.003121903,0.038581799
3714,24,0.003060225,0.041794371
3715,20,0.00294688,0.050147561
3716,17,0.002965434,0.058998226
3717,13,0.002784958,0.077137603
3718,23,0.003038607,0.043610575
3719,15,0.002885549,0.066859314
3720,30,0.003081169,0.033436197
3721,20,0.003011214,0.050150788
3722,17,0.003013784,0.059001078
3723,28,0.00313727,0.035826507
3724,30,0.003181546,0.033439554
3725,24,0.003018307,0.041792619
3726,18,0.003045407,0.055725003
3727,11,0.00288172,0.091171443
3728,29,0.003246198,0.034594878
3729,15,0.003017393,0.06686813
3730,28,0.003232139,0.035829906
3731,23,0.003166635,0.043616159
3732,24,0.003077466,0.041795092
3733,15,0.002961594,0.066864399
3734,23,0.00323704,0.04361923
3735,15,0.003021516,0.066868406
3736,19,0.003121821,0.052796142
3737,18,0.002813761,0.055712096
3738,15,0.002947791,0.066863476
3739,18,0.00302625,0.055723935
3740,19,0.003085323,0.052794215
3741,24,0.00311619,0.04179671
3742,29,0.003279196,0.03459602
3743,10,0.00289784,0.100290204
3744,3,0.002514747,0.334172637
3745,14,0.002935036,0.071638525
3746,9,0.002762227,0.11141845
3747,16,0.002900412,0.062681539
3748,16,0.003044714,0.062690585
3749,21,0.003205253,0.047771924
3750,20,0.003037004,0.050152081
3751,17,0.003153968,0.05900935
3752,10,0.002964088,0.100296849
3753,10,0.002964361,0.100296876
3754,17,0.002978314,0.058998985
3755,27,0.003135121,0.037153335
3756,19,0.002994061,0.052789397
3757,28,0.003276486,0.035831495
3758,28,0.003162649,0.035827416
3759,18,0.003116137,0.055728944
3760,20,0.003057592,0.050153114
3761,29,0.003172323,0.034592323
3762,20,0.003018727,0.050151164
3763,27,0.003164173,0.037154414
3764,20,0.003055508,0.050153009
3765,16,0.002898102,0.062681394
3766,13,0.002901403,0.077146586
3767,33,0.0032119,0.030400517
3768,28,0.003269294,0.035831237
3769,23,0.003102974,0.043613382
3770,24,0.003110303,0.041796464
3771,14,0.002950579,0.071639638
3772,21,0.003070628,0.047765493
3773,28,0.00315565,0.035827166
3774,20,0.003058562,0.050153162
3775,12,0.00290119,0.08357545
3776,19,0.002987824,0.052789068
3777,23,0.003085885,0.043612637
3778,19,0.003045562,0.052792116
3779,16,0.003020105,0.062689042
3780,14,0.002952666,0.071639788
3781,26,0.003141026,0.038582537
3782,21,0.003096184,0.047766713
3783,23,0.00311018,0.043613697
3784,17,0.002988939,0.058999612
3785,28,0.003159967,0.03582732
3786,35,0.003181121,0.028662462
3787,23,0.003050632,0.0436111
3788,19,0.002933713,0.052786212
3789,27,0.003139622,0.037153502
3790,35,0.003216106,0.028663465
